Time,MF2_ANEMOMETER_RELATIVE_WIND_DIRECTION,MF2_ANEMOMETER_WIND_SPEED_KNOTS,SHIP_ANEMOMETER_1_RELATIVE,SHIP_ANEMOMETER_1_WINDSPEED,SHIP_ANEMOMETER_2_RELATIVE,SHIP_ANEMOMETER_2_WINDSPEED,SHIP_ANEMOMETER_3_RELATIVE,SHIP_ANEMOMETER_3_WINDSPEED
238:01:18:40.500,-22,35.4,-26,39,-9,38,-25,32
238:01:18:41.000,-20,36.6,-25,39,-51,38,-22,33
238:01:18:41.500,-24,37,-25,39,-41,39,-23,35
238:01:18:42.000,-27,34.2,-25,40,-33,39,-22,36
238:01:18:42.500,-34,34.3,-25,40,-30,38,-21,37
238:01:18:43.000,-28,35.8,-25,41,-25,37,-20,37
238:01:18:43.500,-23,40.6,-25,41,-22,38,-21,36
238:01:18:44.000,-30,42.1,-23,41,-19,39,-21,35
238:01:18:44.500,-12,28.2,-23,42,-17,42,-21,35
238:01:18:45.000,-32,42.5,-22,42,-16,44,-21,35
238:01:18:45.500,-27,40.1,-21,43,-15,44,-21,35
238:01:18:46.000,-31,48.2,-20,44,-14,44,-20,36
238:01:18:46.500,-25,38.8,-22,45,-14,44,-21,38
238:01:18:47.000,-25,45.8,-23,45,-13,44,-21,39
238:01:18:47.500,-22,40.7,-23,45,-12,43,-20,38
238:01:18:48.000,-20,37.8,-23,46,-11,42,-18,38
238:01:18:48.500,-18,36.7,-23,45,-11,42,-20,39
238:01:18:49.000,-24,32.7,-23,44,-11,41,-21,41
238:01:18:49.500,-22,32.8,-23,44,-11,41,-22,42
238:01:18:50.000,-22,33.7,-23,44,-11,41,-22,42
238:01:18:50.500,-22,33.4,-24,44,-11,41,-22,43
238:01:18:51.000,-19,35.2,-25,44,-11,41,-22,44
238:01:18:51.500,-21,32.9,-26,44,-11,41,-23,44
238:01:18:52.000,-21,32.1,-26,44,-11,41,-23,45
238:01:18:52.500,-22,31.3,-26,44,-12,41,-24,45
238:01:18:53.000,-17,36.8,-26,44,-11,41,-24,45
238:01:18:53.500,-18,36.1,-26,44,-11,41,-25,46
238:01:18:54.000,-17,37.3,-26,44,-11,41,-25,46
238:01:18:54.500,-17,37.7,-26,44,-10,41,-25,47
238:01:18:55.000,-13,38,-25,44,-9,41,-25,47
238:01:18:55.500,-13,37.1,-24,44,-8,42,-25,47
238:01:18:56.000,-11,35.1,-22,44,-7,43,-24,46
238:01:18:56.500,-15,34.1,-22,44,-7,42,-24,46
238:01:18:57.000,-14,33,-21,43,-7,41,-23,46
238:01:18:57.500,-13,34.2,-21,43,-7,40,-23,46
238:01:18:58.000,-14,35.8,-21,42,-6,39,-22,45
238:01:18:58.500,-12,35.9,-20,42,-6,39,-21,45
238:01:18:59.000,-13,35.5,-20,43,-5,40,-20,44
238:01:18:59.500,-13,38.7,-19,43,-5,40,-21,44
238:01:19:00.000,-12,38.9,-19,43,-45,41,-20,44
238:01:19:00.500,-11,38.1,-19,44,-41,41,-20,43
238:01:19:01.000,-13,36.9,-19,44,-75,42,-18,42
238:01:19:01.500,-12,37.8,-19,44,-59,42,-14,38
238:01:19:02.000,-11,38,-18,45,-47,42,-53,37
238:01:19:02.500,-16,38.8,-18,45,-37,43,-45,39
238:01:19:03.000,-18,37.3,-18,45,-33,43,-39,40
238:01:19:03.500,-20,36,-19,45,-28,43,-37,41
238:01:19:04.000,-20,34.9,-19,45,-24,43,-34,42
238:01:19:04.500,-20,35,-21,45,-21,43,-32,42
238:01:19:05.000,-15,36.1,-21,44,-19,42,-29,43
238:01:19:05.500,-17,38.6,-21,44,-16,42,-28,43
238:01:19:06.000,-20,37,-21,44,-14,41,-26,43
238:01:19:06.500,-24,35.1,-22,44,-14,42,-26,44
238:01:19:07.000,-24,34.7,-22,45,-13,42,-25,44
238:01:19:07.500,-22,33.2,-23,45,-13,42,-24,44
238:01:19:08.000,-18,34.8,-24,45,-12,42,-23,44
238:01:19:08.500,-21,33.1,-24,45,-12,42,-23,45
238:01:19:09.000,-23,31.6,-24,44,-11,42,-22,45
238:01:19:09.500,-22,32.8,-25,43,-11,42,-22,45
238:01:19:10.000,-24,35.1,-25,43,-11,42,-21,45
238:01:19:10.500,-23,34.3,-26,43,-11,41,-22,46
238:01:19:11.000,-22,33.7,-25,43,-12,41,-21,46
238:01:19:11.500,-27,34.7,-26,43,-12,41,-22,46
238:01:19:12.000,-28,35.9,-25,43,-12,41,-22,46
238:01:19:12.500,-28,35.5,-26,44,-13,41,-22,46
238:01:19:13.000,-29,36.1,-27,44,-14,41,-22,47
238:01:19:13.500,-27,36.6,-28,44,-14,41,-23,46
238:01:19:14.000,-27,35.8,-28,45,-14,41,-23,46
238:01:19:14.500,-28,35.7,-28,45,-14,41,-23,46
238:01:19:15.000,-27,35.2,-28,45,-14,41,-23,46
238:01:19:15.500,-27,35,-29,45,-14,41,-24,46
238:01:19:16.000,-26,35,-29,45,-14,41,-24,46
238:01:19:16.500,-29,36.8,-29,45,-14,41,-26,46
238:01:19:17.000,-32,37.1,-29,44,-14,41,-26,47
238:01:19:17.500,-31,36.5,-30,45,-15,41,-26,46
238:01:19:18.000,-29,36.8,-30,45,-16,41,-26,46
238:01:19:18.500,-30,35.9,-30,46,-16,40,-27,46
238:01:19:19.000,-31,36.3,-30,46,-16,40,-27,46
238:01:19:19.500,-30,35.9,-31,46,-17,40,-27,46
238:01:19:20.000,-30,36,-31,46,-17,40,-26,46
238:01:19:20.500,-29,36.3,-31,47,-17,41,-28,45
238:01:19:21.000,-28,35.4,-31,47,-16,41,-29,45
238:01:19:21.500,-28,36.1,-31,47,-16,41,-29,46
238:01:19:22.000,-27,36.2,-31,46,-15,41,-28,47
238:01:19:22.500,-29,36,-31,46,-15,41,-28,47
238:01:19:23.000,-28,35.7,-30,46,-15,40,-27,47
238:01:19:23.500,-27,35,-30,46,-15,40,-27,47
238:01:19:24.000,-28,35.5,-30,46,-15,40,-26,47
238:01:19:24.500,-28,35.2,-30,46,-15,40,-26,47
238:01:19:25.000,-29,34.1,-30,45,-15,40,-25,47
238:01:19:25.500,-31,35.2,-30,45,-15,39,-25,46
238:01:19:26.000,-30,35.1,-29,45,-15,39,-25,45
238:01:19:26.500,-31,35.5,-30,45,-15,39,-26,45
238:01:19:27.000,-32,35.9,-31,45,-15,39,-26,45
238:01:19:27.500,-32,36.6,-32,45,-16,39,-26,46
238:01:19:28.000,-34,38,-32,45,-16,39,-26,46
238:01:19:28.500,-31,38.1,-32,46,-17,40,-27,47
238:01:19:29.000,-28,36.2,-32,46,-17,40,-27,47
238:01:19:29.500,-28,36.5,-32,46,-17,40,-27,47
238:01:19:30.000,-29,36.2,-31,46,-16,40,-27,47
238:01:19:30.500,-31,36.3,-31,46,-17,40,-28,47
238:01:19:31.000,-33,35.2,-30,46,-17,40,-27,48
238:01:19:31.500,-31,36.6,-31,45,-18,40,-27,48
238:01:19:32.000,-32,35.5,-31,45,-18,40,-27,48
238:01:19:32.500,-33,35.6,-31,46,-18,40,-27,47
238:01:19:33.000,-33,35,-31,46,-18,40,-27,47
238:01:19:33.500,-32,35.1,-32,45,-18,40,-28,47
238:01:19:34.000,-31,34.6,-32,45,-18,40,-28,46
238:01:19:34.500,-31,34.6,-32,45,-18,40,-28,46
238:01:19:35.000,-30,35.9,-31,45,-17,40,-27,46
238:01:19:35.500,-31,35.6,-32,45,-17,40,-27,46
238:01:19:36.000,-30,35.8,-31,46,-17,40,-27,46
238:01:19:36.500,-29,35.5,-31,46,-17,40,-27,46
238:01:19:37.000,-29,35,-31,46,-17,39,-27,46
238:01:19:37.500,-29,34.7,-31,45,-17,39,-27,46
238:01:19:38.000,-29,35.3,-31,45,-17,39,-27,46
238:01:19:38.500,-30,35.9,-31,45,-17,39,-27,46
238:01:19:39.000,-31,35.4,-31,45,-17,39,-26,46
238:01:19:39.500,-30,36.5,-31,45,-17,40,-27,45
238:01:19:40.000,-30,36,-31,45,-16,40,-26,45
238:01:19:40.500,-29,36.6,-31,46,-16,40,-26,45
238:01:19:41.000,-30,36.4,-31,46,-16,40,-26,45
238:01:19:41.500,-31,35.9,-31,46,-16,40,-26,45
238:01:19:42.000,-30,33.5,-31,46,-16,40,-26,46
238:01:19:42.500,-29,32.6,-32,46,-17,40,-27,46
238:01:19:43.000,-29,33,-31,45,-17,40,-27,46
238:01:19:43.500,-27,32.5,-31,45,-17,40,-27,46
238:01:19:44.000,-30,32.6,-31,45,-17,40,-27,47
238:01:19:44.500,-29,33.6,-31,44,-18,39,-27,47
238:01:19:45.000,-29,33,-31,44,-17,39,-26,47
238:01:19:45.500,-30,33.1,-31,43,-18,39,-27,47
238:01:19:46.000,-31,33.4,-30,43,-18,38,-26,47
238:01:19:46.500,-30,33.6,-30,43,-18,37,-27,46
238:01:19:47.000,-30,31.8,-30,43,-18,36,-27,46
238:01:19:47.500,-30,30.7,-30,43,-18,36,-27,45
238:01:19:48.000,-27,30.8,-30,42,-18,36,-27,45
238:01:19:48.500,-23,31.9,-30,42,-17,36,-27,45
238:01:19:49.000,-23,31.6,-29,41,-16,37,-26,45
238:01:19:49.500,-21,32.1,-28,41,-16,36,-26,44
238:01:19:50.000,-20,32.3,-27,41,-14,36,-26,44
238:01:19:50.500,-22,31.5,-27,40,-14,37,-27,43
238:01:19:51.000,-20,32.4,-27,40,-12,37,-26,43
238:01:19:51.500,-22,31.9,-26,40,-12,37,-27,42
238:01:19:52.000,-23,34.5,-26,40,-12,37,-26,42
238:01:19:52.500,-23,34.4,-26,40,-12,37,-26,41
238:01:19:53.000,-23,33.1,-26,41,-11,37,-25,41
238:01:19:53.500,-21,34.4,-26,41,-11,38,-25,41
238:01:19:54.000,-22,34,-26,41,-11,38,-25,41
238:01:19:54.500,-20,33.9,-26,41,-11,38,-25,41
238:01:19:55.000,-21,33.7,-25,41,-10,38,-24,42
238:01:19:55.500,-21,33,-25,41,-11,38,-24,42
238:01:19:56.000,-22,36.8,-24,41,-11,38,-23,42
238:01:19:56.500,-22,37,-25,41,-11,38,-23,43
238:01:19:57.000,-27,35.8,-25,41,-11,38,-23,43
238:01:19:57.500,-26,35,-25,42,-12,38,-23,43
238:01:19:58.000,-29,34.4,-25,43,-13,39,-22,42
238:01:19:58.500,-26,36.1,-27,43,-14,38,-23,42
238:01:19:59.000,-24,36,-27,43,-14,38,-22,42
238:01:19:59.500,-22,36.5,-28,43,-14,39,-23,42
238:01:20:00.000,-20,36.3,-27,43,-13,39,-23,42
238:01:20:00.500,-22,36.3,-27,44,-12,40,-24,41
238:01:20:01.000,-20,36.5,-26,44,-11,41,-24,42
238:01:20:01.500,-17,35,-26,44,-11,41,-25,43
238:01:20:02.000,-22,35.8,-26,44,-11,41,-25,43
238:01:20:02.500,-22,34.7,-25,44,-11,42,-24,44
238:01:20:03.000,-19,34.5,-24,44,-10,42,-23,44
238:01:20:03.500,-20,37,-25,43,-10,42,-22,45
238:01:20:04.000,-22,37.5,-24,43,-10,42,-21,45
238:01:20:04.500,-23,37.7,-25,44,-10,42,-22,46
238:01:20:05.000,-25,37.8,-25,44,-10,42,-22,46
238:01:20:05.500,-26,37,-26,45,-11,42,-22,46
238:01:20:06.000,-26,37.4,-26,45,-11,42,-22,46
238:01:20:06.500,-27,37.1,-26,46,-12,42,-22,46
238:01:20:07.000,-27,36.3,-27,46,-12,43,-22,47
238:01:20:07.500,-28,36.4,-28,46,-13,42,-24,47
238:01:20:08.000,-28,36.8,-28,46,-13,42,-24,47
238:01:20:08.500,-29,35.9,-28,46,-14,42,-24,47
238:01:20:09.000,-26,35.5,-28,46,-14,42,-24,47
238:01:20:09.500,-25,35.5,-29,45,-14,42,-25,47
238:01:20:10.000,-25,35.4,-29,45,-14,42,-25,47
238:01:20:10.500,-22,35.3,-29,45,-14,42,-25,47
238:01:20:11.000,-20,36.4,-28,45,-14,41,-24,46
238:01:20:11.500,-18,35.2,-28,45,-13,41,-24,46
238:01:20:12.000,-15,37.1,-26,44,-11,41,-24,46
238:01:20:12.500,-15,36.4,-25,45,-10,41,-24,46
238:01:20:13.000,-15,38.2,-25,45,-30,42,-23,46
238:01:20:13.500,-16,38.5,-24,45,-24,42,-24,46
238:01:20:14.000,-15,40,-23,46,-20,43,-23,46
238:01:20:14.500,-17,38.9,-23,46,-16,43,-23,46
238:01:20:15.000,-21,39,-23,46,-37,44,-22,45
238:01:20:15.500,-20,38.7,-23,47,-31,45,-21,45
238:01:20:16.000,-21,38.3,-23,47,-25,45,-20,44
238:01:20:16.500,-23,37.5,-23,47,-22,46,-19,43
238:01:20:17.000,-22,39,-23,48,-20,46,-19,43
238:01:20:17.500,-21,38.6,-24,48,-18,45,-20,43
238:01:20:18.000,-20,38.8,-24,48,-16,45,-20,44
238:01:20:18.500,-20,38.6,-24,48,-15,45,-20,45
238:01:20:19.000,-20,36.9,-24,48,-13,44,-21,45
238:01:20:19.500,-20,36.2,-24,48,-13,44,-21,46
238:01:20:20.000,-22,36.6,-24,47,-12,44,-21,46
238:01:20:20.500,-24,36.3,-24,47,-12,44,-22,47
238:01:20:21.000,-27,35.5,-25,47,-12,44,-22,47
238:01:20:21.500,-25,34.8,-25,47,-12,43,-23,48
238:01:20:22.000,-22,35,-26,47,-12,43,-22,48
238:01:20:22.500,-20,35,-26,46,-12,43,-23,47
238:01:20:23.000,-21,34.9,-26,46,-11,43,-23,47
238:01:20:23.500,-20,34.8,-26,45,-11,43,-23,46
238:01:20:24.000,-20,35,-25,45,-10,43,-23,46
238:01:20:24.500,-17,37.8,-25,45,-11,42,-23,46
238:01:20:25.000,-21,36.2,-25,45,-11,41,-22,46
238:01:20:25.500,-28,36.4,-25,44,-11,41,-22,46
238:01:20:26.000,-34,38.1,-24,44,-10,40,-22,47
238:01:20:26.500,-28,35,-25,44,-11,40,-22,47
238:01:20:27.000,-23,35.9,-25,45,-33,40,-22,47
238:01:20:27.500,-33,27.8,-26,45,-107,40,-22,47
238:01:20:28.000,-33,25.5,-26,44,-125,42,-22,47
238:01:20:28.500,-27,34.5,-26,44,-114,44,-22,47
238:01:20:29.000,-33,30.9,-26,43,-95,45,-22,47
238:01:20:29.500,-30,35.5,-27,44,-77,44,-22,46
238:01:20:30.000,-31,37.7,-27,45,-64,42,-22,46
238:01:20:30.500,-31,37.5,-28,46,-59,42,-23,45
238:01:20:31.000,-33,37.4,-28,46,-51,41,-23,45
238:01:20:31.500,-33,37.6,-29,47,-44,41,-25,45
238:01:20:32.000,-30,36.7,-30,47,-39,41,-24,46
238:01:20:32.500,-30,35,-30,47,-34,40,-22,46
238:01:20:33.000,-28,35.3,-30,48,-32,40,-21,46
238:01:20:33.500,-27,34.5,-30,48,-28,40,-21,44
238:01:20:34.000,-30,35.9,-30,48,-25,40,-22,44
238:01:20:34.500,-27,35.6,-30,47,-24,40,-25,44
238:01:20:35.000,-26,34.8,-30,47,-23,40,-26,44
238:01:20:35.500,-26,34.7,-30,47,-21,40,-27,45
238:01:20:36.000,-25,35,-29,46,-18,40,-26,46
238:01:20:36.500,-25,35,-29,46,-17,40,-25,45
238:01:20:37.000,-25,35,-29,46,-16,40,-25,45
238:01:20:37.500,-26,34.8,-29,45,-16,40,-25,44
238:01:20:38.000,-25,35.2,-28,45,-15,40,-25,44
238:01:20:38.500,-26,33.5,-28,45,-15,40,-25,44
238:01:20:39.000,-27,34,-28,45,-15,40,-25,44
238:01:20:39.500,-29,34.6,-28,45,-15,39,-25,44
238:01:20:40.000,-29,35.3,-28,44,-15,39,-25,44
238:01:20:40.500,-31,36.5,-29,45,-16,39,-26,45
238:01:20:41.000,-30,35.7,-29,45,-16,39,-26,45
238:01:20:41.500,-30,35.1,-30,45,-16,39,-26,45
238:01:20:42.000,-31,34.9,-30,45,-16,39,-26,45
238:01:20:42.500,-30,34.8,-31,45,-16,39,-26,45
238:01:20:43.000,-29,34.6,-31,45,-16,39,-26,45
238:01:20:43.500,-27,33.9,-31,45,-16,39,-27,45
238:01:20:44.000,-27,33.4,-30,45,-15,39,-26,45
238:01:20:44.500,-27,33.2,-30,44,-15,39,-26,45
238:01:20:45.000,-27,33.5,-30,44,-15,39,-26,45
238:01:20:45.500,-27,33.4,-30,44,-15,39,-26,45
238:01:20:46.000,-27,33,-30,43,-14,39,-26,45
238:01:20:46.500,-27,32.6,-30,43,-14,39,-26,45
238:01:20:47.000,-28,32.5,-29,42,-14,38,-25,44
238:01:20:47.500,-27,32,-30,42,-14,38,-25,44
238:01:20:48.000,-28,32.2,-29,42,-14,38,-24,44
238:01:20:48.500,-27,30.9,-29,42,-14,38,-24,43
238:01:20:49.000,-28,32,-29,42,-14,37,-24,43
238:01:20:49.500,-28,32,-29,42,-15,37,-24,42
238:01:20:50.000,-27,32.4,-29,42,-15,37,-24,42
238:01:20:50.500,-26,32.5,-29,41,-15,37,-24,42
238:01:20:51.000,-25,32.5,-29,41,-15,37,-24,41
238:01:20:51.500,-27,32.6,-29,41,-15,37,-24,41
238:01:20:52.000,-27,33.8,-28,41,-14,37,-24,41
238:01:20:52.500,-24,32.8,-29,41,-15,37,-25,41
238:01:20:53.000,-23,31.8,-28,41,-14,37,-25,41
238:01:20:53.500,-23,31.3,-28,41,-14,36,-26,41
238:01:20:54.000,-24,31.4,-27,41,-13,36,-26,41
238:01:20:54.500,-22,32.2,-27,41,-13,36,-27,42
238:01:20:55.000,-21,32.3,-27,41,-12,36,-26,42
238:01:20:55.500,-20,31.7,-27,41,-12,36,-27,42
238:01:20:56.000,-21,32.5,-26,41,-11,36,-27,41
238:01:20:56.500,-20,33.7,-26,41,-11,37,-27,41
238:01:20:57.000,-20,33.9,-25,41,-10,37,-26,41
238:01:20:57.500,-22,34.1,-25,41,-10,37,-25,40
238:01:20:58.000,-23,33.5,-25,41,-10,37,-24,40
238:01:20:58.500,-22,32.9,-25,41,-11,38,-24,39
238:01:20:59.000,-22,32,-25,41,-11,38,-23,39
238:01:20:59.500,-18,31.6,-25,40,-11,38,-23,40
238:01:21:00.000,-19,32.2,-25,40,-11,38,-22,40
238:01:21:00.500,-21,31.6,-24,40,-10,38,-22,40
238:01:21:01.000,-21,32.4,-24,40,-9,38,-22,40
238:01:21:01.500,-23,33.6,-25,40,-9,38,-22,40
238:01:21:02.000,-21,33.1,-25,41,-9,38,-22,40
238:01:21:02.500,-20,33.2,-25,41,-9,38,-23,39
238:01:21:03.000,-19,32,-25,41,-8,39,-22,40
238:01:21:03.500,-14,34.5,-25,41,-8,39,-22,40
238:01:21:04.000,-13,33.4,-24,41,-6,39,-22,40
238:01:21:04.500,-14,33.2,-23,41,-6,39,-22,41
238:01:21:05.000,-18,33.5,-22,41,-46,39,-21,41
238:01:21:05.500,-17,35.7,-22,41,-38,39,-22,41
238:01:21:06.000,-21,36,-22,41,-31,39,-21,42
238:01:21:06.500,-23,36,-22,41,-29,40,-21,41
238:01:21:07.000,-23,36.1,-22,42,-26,41,-20,41
238:01:21:07.500,-25,35,-24,42,-23,41,-20,41
238:01:21:08.000,-28,34.5,-25,43,-21,41,-20,40
238:01:21:08.500,-26,33.5,-26,43,-19,41,-21,40
238:01:21:09.000,-27,33.3,-26,43,-18,41,-20,40
238:01:21:09.500,-24,33.6,-27,43,-18,41,-20,41
238:01:21:10.000,-24,33.4,-27,43,-16,40,-19,41
238:01:21:10.500,-24,32,-27,42,-15,40,-20,42
238:01:21:11.000,-23,33,-27,42,-14,40,-20,42
238:01:21:11.500,-23,33.5,-27,42,-14,39,-21,42
238:01:21:12.000,-24,35.1,-27,41,-13,39,-21,42
238:01:21:12.500,-25,34,-27,42,-13,39,-23,43
238:01:21:13.000,-25,34.3,-27,42,-13,39,-23,43
238:01:21:13.500,-23,34.1,-27,42,-13,39,-23,43
238:01:21:14.000,-27,34.9,-27,42,-13,39,-23,43
238:01:21:14.500,-27,35.7,-28,43,-13,39,-24,43
238:01:21:15.000,-27,35.8,-28,43,-14,39,-24,43
238:01:21:15.500,-28,34.4,-28,43,-14,40,-24,43
238:01:21:16.000,-29,34.2,-28,43,-15,40,-24,43
238:01:21:16.500,-29,34.3,-29,43,-15,39,-25,44
238:01:21:17.000,-29,35.8,-29,43,-15,39,-25,44
238:01:21:17.500,-26,36.4,-30,43,-15,39,-25,44
238:01:21:18.000,-25,35.2,-29,43,-15,39,-25,44
238:01:21:18.500,-26,35.3,-29,43,-15,39,-26,44
238:01:21:19.000,-26,37,-29,43,-14,40,-25,44
238:01:21:19.500,-27,36.9,-29,44,-14,41,-25,44
238:01:21:20.000,-25,35.6,-29,44,-14,41,-25,45
238:01:21:20.500,-26,35.5,-29,44,-14,41,-25,45
238:01:21:21.000,-26,35.5,-28,44,-13,41,-24,45
238:01:21:21.500,-25,34.7,-28,44,-13,41,-24,46
238:01:21:22.000,-23,33.9,-28,44,-12,41,-23,46
238:01:21:22.500,-25,35.1,-28,44,-12,41,-23,47
238:01:21:23.000,-26,35.8,-28,44,-12,41,-23,47
238:01:21:23.500,-27,34,-28,44,-12,41,-23,47
238:01:21:24.000,-24,31.8,-28,43,-12,41,-22,46
238:01:21:24.500,-24,31.8,-28,43,-13,41,-23,46
238:01:21:25.000,-22,32.6,-28,42,-13,40,-23,45
238:01:21:25.500,-22,32.7,-28,42,-12,40,-23,45
238:01:21:26.000,-19,32.3,-27,41,-11,39,-23,45
238:01:21:26.500,-17,34.5,-27,41,-11,39,-24,44
238:01:21:27.000,-18,35.5,-26,41,-10,39,-24,44
238:01:21:27.500,-10,36.7,-26,41,-10,39,-24,44
238:01:21:28.000,-14,38.7,-25,41,-31,40,-24,43
238:01:21:28.500,-13,40.3,-23,42,-106,40,-24,43
238:01:21:29.000,-13,39.6,-21,43,-136,41,-23,42
238:01:21:29.500,-14,39,-21,43,-106,41,-23,42
238:01:21:30.000,-16,40.3,-20,43,-83,42,-22,41
238:01:21:30.500,-19,40.4,-20,44,-66,42,-22,41
238:01:21:31.000,-15,39.8,-20,44,-52,43,-21,41
238:01:21:31.500,-16,39.6,-20,44,-47,44,-20,40
238:01:21:32.000,-18,38.2,-20,45,-38,44,-19,40
238:01:21:32.500,-18,36.5,-21,45,-31,45,-19,40
238:01:21:33.000,-19,36.6,-21,45,-26,45,-18,40
238:01:21:33.500,-17,38.5,-21,45,-24,44,-18,39
238:01:21:34.000,-22,40.7,-21,45,-20,44,-18,40
238:01:21:34.500,-23,39.2,-22,46,-18,44,-19,41
238:01:21:35.000,-24,39.1,-23,46,-16,44,-19,42
238:01:21:35.500,-25,39.1,-24,47,-15,44,-20,42
238:01:21:36.000,-24,39.2,-24,47,-15,44,-19,43
238:01:21:36.500,-24,38,-25,48,-14,45,-20,43
238:01:21:37.000,-24,37.7,-26,48,-14,45,-20,43
238:01:21:37.500,-24,37.3,-26,48,-14,44,-21,44
238:01:21:38.000,-24,37.4,-26,48,-13,44,-21,45
238:01:21:38.500,-22,37.7,-26,48,-13,44,-22,45
238:01:21:39.000,-25,36.3,-26,47,-12,43,-22,46
238:01:21:39.500,-23,36.3,-26,47,-13,43,-23,46
238:01:21:40.000,-26,34.8,-26,47,-13,42,-22,47
238:01:21:40.500,-24,34.5,-26,46,-12,42,-23,47
238:01:21:41.000,-24,35.2,-27,46,-12,43,-23,47
238:01:21:41.500,-23,36.4,-27,45,-12,43,-23,47
238:01:21:42.000,-24,35.8,-27,45,-11,43,-23,47
238:01:21:42.500,-26,36.9,-27,46,-11,43,-23,47
238:01:21:43.000,-23,37.4,-27,46,-11,42,-24,47
238:01:21:43.500,-22,38,-27,46,-11,42,-24,47
238:01:21:44.000,-22,38.3,-27,46,-11,42,-24,47
238:01:21:44.500,-23,37.4,-27,46,-11,42,-24,47
238:01:21:45.000,-23,37.8,-26,46,-11,42,-24,47
238:01:21:45.500,-23,37.9,-26,47,-11,43,-24,47
238:01:21:46.000,-22,38.4,-26,47,-11,43,-24,46
238:01:21:46.500,-23,38.8,-26,47,-11,43,-24,46
238:01:21:47.000,-22,38.8,-26,47,-11,43,-24,46
238:01:21:47.500,-21,38.4,-26,47,-11,43,-25,46
238:01:21:48.000,-22,38.5,-27,48,-11,43,-24,46
238:01:21:48.500,-22,38.5,-27,48,-11,44,-25,46
238:01:21:49.000,-25,37.6,-26,48,-11,44,-24,46
238:01:21:49.500,-25,36.4,-26,47,-11,44,-24,46
238:01:21:50.000,-23,36,-26,47,-10,43,-23,46
238:01:21:50.500,-22,36.7,-27,47,-11,43,-23,46
238:01:21:51.000,-24,36,-27,47,-11,43,-22,46
238:01:21:51.500,-23,36,-27,46,-11,43,-22,46
238:01:21:52.000,-23,35.9,-27,46,-11,43,-22,46
238:01:21:52.500,-23,36.4,-27,46,-11,42,-22,46
238:01:21:53.000,-25,35.4,-26,45,-12,42,-21,46
238:01:21:53.500,-24,36.6,-27,45,-12,41,-22,46
238:01:21:54.000,-24,37,-26,45,-12,41,-22,46
238:01:21:54.500,-26,36.6,-27,45,-12,41,-23,46
238:01:21:55.000,-26,36.5,-27,45,-12,41,-23,46
238:01:21:55.500,-26,37,-27,46,-13,41,-24,46
238:01:21:56.000,-25,37,-27,46,-12,41,-24,46
238:01:21:56.500,-27,36.7,-28,46,-13,41,-25,46
238:01:21:57.000,-26,36.7,-28,46,-13,41,-25,46
238:01:21:57.500,-25,36.7,-28,46,-13,42,-25,47
238:01:21:58.000,-25,36.3,-28,46,-13,42,-25,47
238:01:21:58.500,-25,36,-28,46,-13,42,-25,47
238:01:21:59.000,-25,36.9,-28,46,-12,42,-25,47
238:01:21:59.500,-24,36.5,-28,47,-13,42,-25,47
238:01:22:00.000,-24,37,-28,47,-12,42,-24,47
238:01:22:00.500,-23,37.3,-28,47,-12,42,-24,47
238:01:22:01.000,-24,37.2,-28,47,-12,42,-24,46
238:01:22:01.500,-24,36.9,-28,47,-12,42,-24,46
238:01:22:02.000,-24,37,-27,47,-13,42,-24,46
238:01:22:02.500,-23,37.7,-27,47,-13,42,-24,46
238:01:22:03.000,-23,37.3,-27,47,-13,43,-23,46
238:01:22:03.500,-26,37.5,-27,47,-13,42,-24,45
238:01:22:04.000,-27,35.2,-27,47,-12,42,-23,46
238:01:22:04.500,-24,36.5,-27,47,-13,42,-24,47
238:01:22:05.000,-25,36.3,-26,47,-13,42,-23,47
238:01:22:05.500,-25,35.6,-27,47,-13,42,-24,46
238:01:22:06.000,-26,35.5,-27,47,-13,42,-24,46
238:01:22:06.500,-28,36.7,-27,47,-13,42,-25,46
238:01:22:07.000,-27,36.3,-27,47,-13,42,-25,46
238:01:22:07.500,-27,35.8,-28,47,-14,42,-25,46
238:01:22:08.000,-27,36.7,-28,47,-14,42,-25,46
238:01:22:08.500,-28,37.7,-28,47,-14,42,-25,46
238:01:22:09.000,-28,37.5,-29,46,-14,42,-25,46
238:01:22:09.500,-26,36.6,-29,46,-15,41,-25,47
238:01:22:10.000,-25,36.3,-29,46,-15,41,-25,47
238:01:22:10.500,-23,36.7,-29,46,-15,41,-26,48
238:01:22:11.000,-22,34.9,-28,46,-14,40,-26,48
238:01:22:11.500,-24,35.3,-28,45,-13,40,-26,48
238:01:22:12.000,-24,35.6,-27,45,-13,40,-25,48
238:01:22:12.500,-22,34.6,-27,46,-12,41,-26,48
238:01:22:13.000,-21,34.3,-27,46,-12,41,-25,47
238:01:22:13.500,-24,34.3,-27,45,-12,41,-25,47
238:01:22:14.000,-26,34.8,-27,45,-11,40,-24,46
238:01:22:14.500,-27,34.6,-27,45,-12,40,-24,46
238:01:22:15.000,-27,34.4,-27,45,-12,40,-23,45
238:01:22:15.500,-25,35.4,-28,45,-13,40,-24,44
238:01:22:16.000,-25,36.3,-28,45,-13,40,-23,44
238:01:22:16.500,-26,36.9,-28,45,-13,40,-24,44
238:01:22:17.000,-29,38.1,-28,45,-13,41,-24,44
238:01:22:17.500,-26,39.3,-29,46,-14,41,-25,44
